# QuizArena researched expansion batch 05
# Fields: round<TAB>category<TAB>value<TAB>difficulty<TAB>clue<TAB>response
# Research anchors: U.S. Geological Survey ecology publications (https://www.usgs.gov/); Natural History Museum fossil and dinosaur resources (https://www.nhm.ac.uk/discover/dinosaurs.html and https://www.nhm.ac.uk/discover/how-are-fossils-formed.html).
# Research anchors: CERN's Web history (https://home.cern/science/computing/birth-web); Internet Society's Internet history (https://www.internetsociety.org/internet/history-internet/brief-history-internet/); Computer History Museum timelines (https://www.computerhistory.org/timeline/ and https://www.computerhistory.org/storageengine/); Smithsonian technology collections (https://americanhistory.si.edu/).
# ECOLOGY - 16 clues at each Round One value
r1	Ecology	600	51	Patches producing excess emigrants and patches maintained by immigration form this paired population system.	What are source-sink dynamics?
r1	Ecology	600	51	A network of local populations linked by occasional dispersal is called this.	What is a metapopulation?
r1	Ecology	600	51	Species from neighboring communities often overlap along their shared boundary, creating this habitat type.	What is an ecological edge?
r1	Ecology	600	51	A gradual spatial change in a trait or community along an environmental gradient is this.	What is an ecocline?
r1	Ecology	600	51	This hypothesis predicts peak diversity where disruption is neither rare nor overwhelming.	What is the intermediate disturbance hypothesis?
r1	Ecology	600	51	Immigration that prevents a small local population from disappearing produces this effect.	What is the rescue effect?
r1	Ecology	600	51	A community's legacy of past conditions that influences its response after disturbance is called this.	What is ecological memory?
r1	Ecology	600	51	Nutrients carried from one ecosystem into another, such as salmon-derived nitrogen entering forests, are termed these.	What are cross-ecosystem subsidies?
r1	Ecology	600	51	The ratio of carbon, nitrogen, and phosphorus in organisms and resources is central to this ecological field.	What is ecological stoichiometry?
r1	Ecology	600	51	Predators determining the abundance of lower levels exemplify this direction of community regulation.	What is top-down control?
r1	Ecology	600	51	Nutrient supply determining herbivore and predator abundance exemplifies this direction of community regulation.	What is bottom-up control?
r1	Ecology	600	51	A lake persisting as either clear or algae-dominated despite similar external conditions illustrates these.	What are alternative stable states?
r1	Ecology	800	68	This hypothesis says host-specific enemies near adult trees keep any one tropical tree species from dominating.	What is the Janzen-Connell hypothesis?
r1	Ecology	800	68	The lowest resource level at which a species can replace itself is central to Tilman's rule bearing this symbol.	What is the R-star rule?
r1	Ecology	800	68	Introduced organisms may thrive after leaving their coevolved predators and parasites behind under this hypothesis.	What is the enemy release hypothesis?
r1	Ecology	800	68	Year-to-year environmental variation can preserve competitors when each stores gains from its favorable years under this mechanism.	What is the storage effect?
r1	Ecology	800	68	Species absent from a site but present in the surrounding region and environmentally capable of living there comprise this.	What is dark diversity?
r1	Ecology	800	68	Future species losses committed by earlier habitat destruction but not yet realized constitute this delayed cost.	What is extinction debt?
r1	Ecology	800	68	The delayed appearance of species after habitat restoration is the positive counterpart of extinction debt, called this.	What is colonization credit?
r1	Ecology	800	68	Communities in different places becoming more alike because the same widespread species replace local specialists undergo this.	What is biotic homogenization?
r1	Ecology	800	68	Turnover in species composition among sites is measured by this Greek-letter form of diversity.	What is beta diversity?
r1	Ecology	800	68	Several species performing similar ecosystem roles provide this buffer against the loss of any one.	What is functional redundancy?
r1	Ecology	800	68	Species that perform the same role but react differently to drought or disturbance provide this kind of diversity.	What is response diversity?
r1	Ecology	800	68	The order in which species arrive can alter the final community through these historical contingencies.	What are priority effects?
r1	Ecology	800	68	Each generation accepting the depleted environment of its youth as normal illustrates this conservation bias.	What is shifting baseline syndrome?
r1	Ecology	800	68	The predictable increase in diversity from local plots to landscapes is evaluated with this curve.	What is a species-area relationship?
r1	Ecology	800	68	Ecosystem function may be governed chiefly by the traits of the most abundant species under this hypothesis.	What is the mass-ratio hypothesis?
r1	Ecology	800	68	Environmental filtering followed by competition is one framework for this process of forming a local community.	What is community assembly?
r1	Ecology	1000	84	Diversity can stabilize aggregate ecosystem output because species fluctuate asynchronously, producing this finance-inspired effect.	What is the portfolio effect?
r1	Ecology	1000	84	Biodiversity may protect ecosystem functioning because different species respond differently to change under this hypothesis.	What is the insurance hypothesis?
r1	Ecology	1000	84	Viruses preferentially attacking the most abundant microbial host can maintain diversity through this dynamic.	What is kill-the-winner dynamics?
r1	Ecology	1000	84	Dissolved organic matter returning to the food web through bacteria and their grazers travels through this pathway.	What is the microbial loop?
r1	Ecology	1000	84	Fresh carbon released by roots can accelerate decomposition of older soil organic matter through this effect.	What is rhizosphere priming?
r1	Ecology	1000	84	Leaf litter often decomposes faster beneath its source species than beneath a different species, a pattern called this.	What is the home-field advantage in decomposition?
r1	Ecology	1000	84	A consumer's impact shifts from beneficial subsidy at low inputs to damaging overload at high inputs under this hypothesis.	What is the subsidy-stress gradient?
r1	Ecology	1000	84	Hubbell's model treats ecologically similar species as demographically equivalent and gives this theory its name.	What is unified neutral theory?
r1	Ecology	1000	84	Organisms changing selection pressures by modifying their own environments engage in this evolutionary process.	What is niche construction?
r1	Ecology	1000	84	A species using a novel partner because ancestral traits already fit the interaction illustrates this process.	What is ecological fitting?
r1	Ecology	1000	84	Closely related species resembling each other more than random species in an ecological trait show this pattern.	What is phylogenetic signal?
r1	Ecology	1000	84	The set of traits favored by habitat conditions before biotic interactions act is known as this community-assembly screen.	What is an environmental filter?
r1	Ecology	1000	84	Dispersal from productive habitat can maintain consumers in a neighboring unproductive patch through this process.	What is spatial subsidy?
r1	Ecology	1000	84	A regional process overwhelms local environmental sorting when large numbers of immigrants sustain poorly suited species, an effect called this.	What is mass effects?
r1	Ecology	1000	84	The proportion of regional species found within a local site is measured by this paired-scale term.	What is alpha-to-gamma diversity?
r1	Ecology	1000	84	Species interactions changing across an environmental gradient form this named geographic pattern.	What is a geographic mosaic of coevolution?
# DINOSAURS & FOSSILS - 16 clues at each Round One value
r1	Dinosaurs & Fossils	200	22	Plaster and burlap wrapped around a fossil-bearing block form this protective field covering.	What is a fossil jacket?
r1	Dinosaurs & Fossils	200	22	A series of preserved footprints showing an animal's direction and gait is called this.	What is a fossil trackway?
r1	Dinosaurs & Fossils	200	22	A thin dark outline left when pressure drives off a buried organism's volatile material is this fossil type.	What is a carbon film fossil?
r1	Dinosaurs & Fossils	200	22	Sediment filling the inside of a shell and hardening can preserve this replica of its inner surface.	What is an internal mold?
r1	Dinosaurs & Fossils	200	22	An impression preserving an organism's outside shape without the original material is this.	What is an external mold?
r1	Dinosaurs & Fossils	200	22	An insect sealed in hardened tree resin is preserved as this kind of fossil.	What is an amber inclusion?
r1	Dinosaurs & Fossils	200	22	La Brea preserves animals trapped in this sticky petroleum feature.	What is an asphalt seep?
r1	Dinosaurs & Fossils	200	22	Splitting fossil-bearing rock can reveal a specimen on one half and this matching impression on the other.	What is a fossil counterpart?
r1	Dinosaurs & Fossils	200	22	Sediment that hardens after filling an empty shell mold produces this positive replica.	What is a sediment cast?
r1	Dinosaurs & Fossils	200	22	The site where a newly named fossil species was first found becomes this reference place.	What is a type locality?
r1	Dinosaurs & Fossils	200	22	Bones preserved in their life positions make up this kind of skeleton.	What is an articulated skeleton?
r1	Dinosaurs & Fossils	200	22	A concentrated deposit containing remains of many individuals is called this.	What is a bone bed?
r1	Dinosaurs & Fossils	200	22	Smooth stones swallowed to help grind food in a dinosaur's digestive tract have this name.	What are gastroliths?
r1	Dinosaurs & Fossils	200	22	Fossilized stomach contents expelled through the mouth are classified by this term.	What is a regurgitalite?
r1	Dinosaurs & Fossils	200	22	Preparators apply this penetrating resin to strengthen fragile bone before removing more rock.	What is a fossil consolidant?
r1	Dinosaurs & Fossils	200	22	A specimen selected as the name-bearing example of a newly described species is this.	What is a holotype?
r1	Dinosaurs & Fossils	400	36	The study of fossil tracks, burrows, and other evidence of behavior is this branch of paleontology.	What is ichnology?
r1	Dinosaurs & Fossils	400	36	This field examines what happens to remains from an organism's death through burial and discovery.	What is taphonomy?
r1	Dinosaurs & Fossils	400	36	A bony plate embedded in skin, prominent in armored dinosaurs, has this anatomical name.	What is an osteoderm?
r1	Dinosaurs & Fossils	400	36	A ring of small bones supporting the eye occurs in many dinosaurs and living birds under this name.	What is a sclerotic ring?
r1	Dinosaurs & Fossils	400	36	Air-filled spaces connected to respiratory sacs make a vertebra this descriptive type of bone.	What is a pneumatic bone?
r1	Dinosaurs & Fossils	400	36	This temporary calcium-rich tissue in egg-laying birds provided evidence that a Tyrannosaurus specimen was female.	What is medullary bone?
r1	Dinosaurs & Fossils	400	36	Microscopic study of growth and blood-vessel patterns in fossil bone is known by this term.	What is bone histology?
r1	Dinosaurs & Fossils	400	36	Seasonal pauses visible in dinosaur bone sections are abbreviated LAGs and spelled out as these.	What are lines of arrested growth?
r1	Dinosaurs & Fossils	400	36	A belly basket of riblike bones found in many reptiles and dinosaurs consists of these elements.	What are gastralia?
r1	Dinosaurs & Fossils	400	36	The paired collarbones fused into a wishbone in theropods and birds form this structure.	What is the furcula?
r1	Dinosaurs & Fossils	400	36	Small hooked projections on bird ribs, also found in some non-avian dinosaurs, are these processes.	What are uncinate processes?
r1	Dinosaurs & Fossils	400	36	The shortened fused tail vertebrae supporting a bird's tail feathers form this structure.	What is the pygostyle?
r1	Dinosaurs & Fossils	400	36	A toothless bone at the front of an ornithischian lower jaw bears this name.	What is the predentary?
r1	Dinosaurs & Fossils	400	36	This opening in the skull lies in front of the eye socket and characterizes archosaurs.	What is the antorbital fenestra?
r1	Dinosaurs & Fossils	400	36	A closely packed set of replacement and working teeth in hadrosaurs forms this structure.	What is a dental battery?
r1	Dinosaurs & Fossils	400	36	A thickened mass at the end of an ankylosaur's tail could form this defensive structure.	What is a tail club?
r1	Dinosaurs & Fossils	600	51	Filament impressions around this small Chinese theropod provided landmark evidence of feathered dinosaurs.	What is Sinosauropteryx?
r1	Dinosaurs & Fossils	600	51	Four winglike feathered limbs made this small dromaeosaur one of the most striking fossils from Liaoning.	What is Microraptor?
r1	Dinosaurs & Fossils	600	51	Known for giant arms before a more complete skeleton revealed a broad bill and sail-like back, this theropod puzzled scientists for decades.	What is Deinocheirus?
r1	Dinosaurs & Fossils	600	51	A large claw found in an English clay pit led to the naming of this fish-eating spinosaurid.	What is Baryonyx?
r1	Dinosaurs & Fossils	600	51	Nesting grounds in Montana inspired this hadrosaur's name meaning good mother lizard.	What is Maiasaura?
r1	Dinosaurs & Fossils	600	51	Its name means egg thief, but later finds showed adults brooding nests that likely contained their own eggs.	What is Oviraptor?
r1	Dinosaurs & Fossils	600	51	Exceptionally preserved armor and stomach contents made this nodosaur from Alberta's oil sands famous.	What is Borealopelta?
r1	Dinosaurs & Fossils	600	51	This ankylosaur named for a Ghostbusters monster has a species name meaning destroyer of shins.	What is Zuul crurivastator?
r1	Dinosaurs & Fossils	600	51	Fine Bavarian limestone preserved this Jurassic animal with teeth, claws, and impressions of flight feathers.	What is the Berlin Archaeopteryx?
r1	Dinosaurs & Fossils	600	51	This Hungarian aristocrat used Transylvanian fossils to propose that island isolation produced dwarf dinosaurs.	Who is Franz Nopcsa?
r1	Dinosaurs & Fossils	600	51	Carnegie Quarry's dense Jurassic dinosaur deposit lies within this colorful upper division of its formation.	What is the Brushy Basin Member?
r1	Dinosaurs & Fossils	600	51	Rocks spanning the final age of non-avian dinosaurs in Montana and the Dakotas make up this formation.	What is the Hell Creek Formation?
r1	Dinosaurs & Fossils	600	51	Northern Greenland's early Cambrian soft-bodied animals are exceptionally preserved at this site.	What is Sirius Passet?
r1	Dinosaurs & Fossils	600	51	Marine lagoons in this German limestone preserved delicate Jurassic organisms in extraordinary detail.	What is the Solnhofen Limestone?
r1	Dinosaurs & Fossils	600	51	Feathered dinosaurs and early birds abound in this Early Cretaceous fossil assemblage of northeastern China.	What is the Jehol Biota?
r1	Dinosaurs & Fossils	600	51	African dinosaur expeditions recovered huge quantities of Jurassic material from this Tanzanian formation.	What is the Tendaguru Formation?
r1	Dinosaurs & Fossils	800	68	A pelvis in which the pubis points backward rather than forward is described by this term.	What is opisthopuby?
r1	Dinosaurs & Fossils	800	68	In some fast-running theropods, the upper middle foot bone is pinched between its neighbors in this arrangement.	What is the arctometatarsalian condition?
r1	Dinosaurs & Fossils	800	68	Different tooth shapes specialized for different tasks constitute this dentition pattern.	What is heterodonty?
r1	Dinosaurs & Fossils	800	68	The informal name for a stegosaur's four-spiked tail comes from a Far Side cartoon.	What is a thagomizer?
r1	Dinosaurs & Fossils	800	68	The fused first neck vertebrae of ceratopsians form this supportive unit beneath the heavy skull.	What is a syncervical?
r1	Dinosaurs & Fossils	800	68	The lower temporal opening in an archosaur jaw region bears this anatomical name.	What is the mandibular fenestra?
r1	Dinosaurs & Fossils	800	68	A cavity at the hip joint that is open rather than backed by solid bone is this dinosaur trait.	What is a perforate acetabulum?
r1	Dinosaurs & Fossils	800	68	Parallel bundles of rapidly deposited bone containing many blood vessels make up this fast-growth tissue.	What is fibrolamellar bone?
r1	Dinosaurs & Fossils	800	68	Microscopic scratches and pits on fossil teeth analyzed for feeding behavior are collectively called this.	What is dental microwear?
r1	Dinosaurs & Fossils	800	68	Ratios of oxygen isotopes in tooth enamel can be used for this reconstruction of ancient temperatures.	What is isotope paleothermometry?
r1	Dinosaurs & Fossils	800	68	A dense concentration of eggs and nests at one horizon is called this type of nesting site.	What is a nesting colony?
r1	Dinosaurs & Fossils	800	68	The preserved tunnel or chamber made by an organism is classified under this behavioral fossil type.	What is a dwelling trace?
r1	Dinosaurs & Fossils	800	68	Tracks left while an animal rested or crouched belong to this ichnological category.	What is a resting trace?
r1	Dinosaurs & Fossils	800	68	Choosing the evolutionary tree that requires the fewest character changes applies this criterion.	What is maximum parsimony?
r1	Dinosaurs & Fossils	800	68	A fossil occurrence extending the known time range of a lineage creates this inferred unsampled interval.	What is a ghost lineage?
r1	Dinosaurs & Fossils	800	68	A lineage reappearing in the record after an apparent long absence is nicknamed this biblical kind of taxon.	What is a Lazarus taxon?
r1	Dinosaurs & Fossils	1000	84	Exceptional deposits preserving soft tissues and fine detail are known by this German plural term.	What are Konservat-Lagerstatten?
r1	Dinosaurs & Fossils	1000	84	Exceptionally rich concentrations of disarticulated hard parts are distinguished by this German term.	What are Konzentrat-Lagerstatten?
r1	Dinosaurs & Fossils	1000	84	Because the youngest fossils are rarely exactly at an extinction boundary, apparent disappearances can precede the real event through this effect.	What is the Signor-Lipps effect?
r1	Dinosaurs & Fossils	1000	84	Living relatives on both sides of an extinct group can constrain inferences about unpreserved anatomy through this method.	What is extant phylogenetic bracketing?
r1	Dinosaurs & Fossils	1000	84	Changes in carbon and oxygen isotope ratios across incremental tooth growth can reveal this seasonal movement behavior.	What is serial isotope tracking?
r1	Dinosaurs & Fossils	1000	84	A chemical map of strontium isotopes in enamel can compare an animal's birthplace with its later range through this analysis.	What is strontium isotope provenancing?
r1	Dinosaurs & Fossils	1000	84	The degree to which a skeleton's bones remain connected is quantified by this taphonomic measure.	What is articulation completeness?
r1	Dinosaurs & Fossils	1000	84	A preferred orientation of elongated fossil bones may reveal current direction through this measurement.	What is fossil orientation fabric?
r1	Dinosaurs & Fossils	1000	84	Rounding and polish on transported bone caused by sediment abrasion are assessed under this taphonomic feature.	What is bone surface modification?
r1	Dinosaurs & Fossils	1000	84	The mathematical correction for incomplete final appearances near a mass extinction boundary is this confidence-interval approach.	What are stratigraphic confidence intervals?
r1	Dinosaurs & Fossils	1000	84	A species known only before and after a missing rock interval exhibits this record-spanning pattern.	What is range-through survival?
r1	Dinosaurs & Fossils	1000	84	Assigning relative rock ages through fossil assemblages rather than radiometric dates is this discipline.	What is biostratigraphic correlation?
r1	Dinosaurs & Fossils	1000	84	Distinctive microscopic damage made by bone-eating insects or microbes is studied under this trace category.	What is bone bioerosion?
r1	Dinosaurs & Fossils	1000	84	A cavity eroded into a fossil shell after death and later filled with sediment is this kind of trace.	What is a post-mortem boring?
r1	Dinosaurs & Fossils	1000	84	Reconstructing jaw forces from skull shape using digital stress models relies on this engineering method.	What is finite element analysis?
r1	Dinosaurs & Fossils	1000	84	Comparing limb-bone circumference with body mass in living animals supports this method for estimating extinct animal weight.	What is allometric mass estimation?
# TECH BEFORE SMARTPHONES - 16 clues at each Round One value
r1	Tech Before Smartphones	200	22	On older telephones, a caller turned this numbered wheel once for each digit.	What is a rotary dial?
r1	Tech Before Smartphones	200	22	Two miniature reels inside a plastic shell carried music on magnetic tape in this format.	What is an audio cassette?
r1	Tech Before Smartphones	200	22	Video rental customers were reminded to return this analog tape format to its starting point.	What is VHS?
r1	Tech Before Smartphones	200	22	A roll of light-sensitive material advanced behind the lens in this kind of camera.	What is a film camera?
r1	Tech Before Smartphones	200	22	Before widespread mobile phones, this pocket device beeped and displayed a callback number.	What is a numeric pager?
r1	Tech Before Smartphones	200	22	Classroom notes drawn on a clear acetate sheet could be enlarged from this reusable medium.	What is an overhead transparency?
r1	Tech Before Smartphones	200	22	Ink transferred from this narrow fabric strip when metal keys struck paper in a typewriter.	What is a typewriter ribbon?
r1	Tech Before Smartphones	200	22	Pressure from a pen or key created duplicate pages using this pigment-coated sheet.	What is carbon paper?
r1	Tech Before Smartphones	200	22	A circular desktop file let office workers flip through alphabetized address cards in this device.	What is a rotary card file?
r1	Tech Before Smartphones	200	22	Operators manually connected calls by inserting plugs into sockets on this board.	What is a telephone switchboard?
r1	Tech Before Smartphones	200	22	This pivoting arm carries a cartridge and stylus across a record.	What is a tonearm?
r1	Tech Before Smartphones	200	22	Two telescoping metal rods in a V shape often improved a television's reception.	What are rabbit-ear antennas?
r1	Tech Before Smartphones	200	22	Before phones commonly had displays, this separate box showed the number of an incoming caller.	What is a caller-ID box?
r1	Tech Before Smartphones	200	22	A carousel held small framed transparencies for projection onto a screen by this device.	What is a slide projector?
r1	Tech Before Smartphones	200	22	Mechanical office arithmetic often printed each entry and total onto this narrow consumable.	What is an adding-machine paper roll?
r1	Tech Before Smartphones	200	22	A row of metal teeth lifted paper one line after the handle swept sideways on this office machine.	What is a typewriter carriage?
r1	Tech Before Smartphones	400	36	A clicking electromagnet turned electrical telegraph pulses into audible marks and spaces in this instrument.	What is a telegraph sounder?
r1	Tech Before Smartphones	400	36	Networks of air-powered pipes once rushed message capsules through department stores and cities.	What is a pneumatic tube system?
r1	Tech Before Smartphones	400	36	Ink was forced through a stencil wrapped around a rotating drum in this duplicating machine.	What is a mimeograph?
r1	Tech Before Smartphones	400	36	A secretary could record speech for later transcription on this early business dictation device.	What is a dictating machine?
r1	Tech Before Smartphones	400	36	Libraries reduced documents and newspapers onto tiny photographic cards or reels in this format.	What is microfilm?
r1	Tech Before Smartphones	400	36	Typed messages traveled between subscriber terminals through this switched international service.	What is telex?
r1	Tech Before Smartphones	400	36	A keyboard and printer combined with telegraph transmission in this electromechanical terminal.	What is a teleprinter?
r1	Tech Before Smartphones	400	36	Holes in stiff rectangular cards represented data for tabulators and early computers.	What is punched-card storage?
r1	Tech Before Smartphones	400	36	An endless loop of magnetic tape inside a chunky cartridge made this format popular in 1970s cars.	What is an eight-track cartridge?
r1	Tech Before Smartphones	400	36	This battery-free receiver used a mineral detector and headphones to tune strong local stations.	What is a crystal radio?
r1	Tech Before Smartphones	400	36	An evacuated glass component amplified signals in radios before transistors became common.	What is a thermionic valve?
r1	Tech Before Smartphones	400	36	Oscilloscopes and some early arcade games steered an electron beam directly between drawn lines in this screen mode.	What is a vector display?
r1	Tech Before Smartphones	400	36	An entire row of type hammers could strike paper during each cycle of this high-speed computer output device.	What is a line printer?
r1	Tech Before Smartphones	400	36	A spinning cylinder coated in selenium or another photoconductor was central to this dry-copy process.	What is xerography?
r1	Tech Before Smartphones	400	36	The grooved metal ball in this pointing device rolled against two perpendicular sensing wheels.	What is a mechanical mouse?
r1	Tech Before Smartphones	400	36	A card catalog's compact photographic cousin let readers enlarge documents on a dedicated screen.	What is a microfiche reader?
r1	Tech Before Smartphones	600	51	Alexander Bain's early facsimile synchronized sender and receiver using this clocklike swinging mechanism.	What is an electric pendulum?
r1	Tech Before Smartphones	600	51	A spiral of holes in this rotating disk scanned an image line by line for mechanical television.	What is the Nipkow disk?
r1	Tech Before Smartphones	600	51	Five-unit combinations devised by this French engineer made efficient printing telegraphy possible.	Who is Emile Baudot?
r1	Tech Before Smartphones	600	51	A keyboard selected letters that this British-American inventor's 1850s apparatus printed at the receiving end.	Who is David Edward Hughes?
r1	Tech Before Smartphones	600	51	Edison's first sound recorder indented vibrations into foil wrapped around this rotating shape.	What is a phonograph cylinder?
r1	Tech Before Smartphones	600	51	Emile Berliner promoted flat lateral-cut records played by this sound system.	What is the gramophone?
r1	Tech Before Smartphones	600	51	Loose carbon granules changing resistance made this early telephone transmitter much louder.	What is a carbon-button microphone?
r1	Tech Before Smartphones	600	51	An undertaker frustrated with operators patented a step-by-step mechanism for this kind of telephone exchange.	What is an automatic telephone exchange?
r1	Tech Before Smartphones	600	51	Elisha Gray's apparatus transmitted handwriting traced by a pen to a distant receiving pen.	What is the telautograph?
r1	Tech Before Smartphones	600	51	Instead of tape, this audio recorder magnetized a thin steel strand.	What is a wire recorder?
r1	Tech Before Smartphones	600	51	Fritz Pfleumer coated paper with iron oxide to develop this flexible recording medium.	What is magnetic recording tape?
r1	Tech Before Smartphones	600	51	Chester Carlson's dry electrostatic copying experiments first bore this Greek-rooted name.	What is electrophotography?
r1	Tech Before Smartphones	600	51	Edwin Land's self-developing camera delivered this kind of photograph soon after exposure.	What is an instant photograph?
r1	Tech Before Smartphones	600	51	A photoconductive target made this camera tube smaller and cheaper than earlier television pickup tubes.	What is the vidicon?
r1	Tech Before Smartphones	600	51	Office dictation machines embossed speech as a groove around a flexible plastic belt sold under this name.	What is the Dictabelt?
r1	Tech Before Smartphones	600	51	Two simultaneous audio channels encoded along one groove created this spatial listening format.	What is stereophonic sound?
r1	Tech Before Smartphones	800	68	A typewriter's star-shaped print element spun and struck the selected character in this printer mechanism.	What is a daisy wheel?
r1	Tech Before Smartphones	800	68	IBM's Selectric replaced a basket of typebars with this golf-ball-shaped element.	What is a typeball?
r1	Tech Before Smartphones	800	68	Hot lead matrices assembled an entire line of newspaper type at once in this Ottmar Mergenthaler machine.	What is the Linotype?
r1	Tech Before Smartphones	800	68	Tolbert Lanston's system cast individual letters controlled by a separately prepared paper ribbon.	What is the Monotype system?
r1	Tech Before Smartphones	800	68	A rotating cylinder and synchronized stylus scanned documents in many early facsimile systems.	What is drum scanning?
r1	Tech Before Smartphones	800	68	Long-distance calls used two simultaneous audio frequencies per digit in this signaling method.	What is dual-tone multifrequency signaling?
r1	Tech Before Smartphones	800	68	Inductors inserted periodically along long telephone wires reduced high-frequency loss through this technique.	What is loading-coil compensation?
r1	Tech Before Smartphones	800	68	Edwin Armstrong's circuit repeatedly fed part of an amplified radio signal back to increase sensitivity.	What is regenerative reception?
r1	Tech Before Smartphones	800	68	A receiver shifts an incoming station to a fixed intermediate frequency before most amplification in this design.	What is the superheterodyne principle?
r1	Tech Before Smartphones	800	68	A coil wound around this magnetic ceramic rod served as a compact antenna in portable AM radios.	What is a ferrite rod?
r1	Tech Before Smartphones	800	68	Videotape heads sweep diagonally across the moving medium in this recording arrangement.	What is helical-scan recording?
r1	Tech Before Smartphones	800	68	Electronic correction of timing errors in analog videotape playback is performed by this device.	What is a time-base corrector?
r1	Tech Before Smartphones	800	68	Early telephone keypads used separate low and high frequency groups arranged in this signaling matrix.	What is the two-of-six frequency scheme?
r1	Tech Before Smartphones	800	68	A record player's stylus moved sideways and vertically at once to encode two channels using this groove geometry.	What is the 45/45 stereo system?
